Code,Last Price,Updated At
TPMA,575.0,2025-09-10 09:07:32
TRAM,50.0,2025-09-10 09:07:32
TRIL,50.0,2025-09-10 09:07:32
TRIM,358.0,2025-09-10 09:07:32
TRIO,426.0,2025-09-10 09:07:32
TRIS,182.0,2025-09-10 09:07:32
TRST,496.0,2025-09-10 09:07:33
TRUS,474.0,2025-09-10 09:07:33
TSPC,2230.0,2025-09-10 09:07:33
ULTJ,1275.0,2025-09-10 09:07:33
UNIC,7900.0,2025-09-10 09:07:33
UNIT,316.0,2025-09-10 09:07:33
UNSP,163.0,2025-09-10 09:07:33
UNTR,27200.0,2025-09-10 09:07:34
UNVR,1655.0,2025-09-10 09:07:34
VICO,180.0,2025-09-10 09:07:34
VINS,122.0,2025-09-10 09:07:34
VIVA,34.0,2025-09-10 09:07:34
VOKS,240.0,2025-09-10 09:07:34
VRNA,86.0,2025-09-10 09:07:35
WAPO,193.0,2025-09-10 09:07:35
WEHA,114.0,2025-09-10 09:07:35
WICO,123.0,2025-09-10 09:07:35
WIIM,810.0,2025-09-10 09:07:35
WIKA,204.0,2025-09-10 09:07:35
WINS,402.0,2025-09-10 09:07:35
WOMF,338.0,2025-09-10 09:07:35
WSKT,202.0,2025-09-10 09:07:36
WTON,105.0,2025-09-10 09:07:36
YPAS,354.0,2025-09-10 09:07:36
YULE,2700.0,2025-09-10 09:07:36
ZBRA,50.0,2025-09-10 09:07:36
SHIP,4600.0,2025-09-10 09:07:36
CASA,1130.0,2025-09-10 09:07:36
DAYA,1000.0,2025-09-10 09:07:37
DPUM,68.0,2025-09-10 09:07:37
IDPR,244.0,2025-09-10 09:07:37
JGLE,15.0,2025-09-10 09:07:37
KINO,1095.0,2025-09-10 09:07:37
MARI,36.0,2025-09-10 09:07:37
MKNT,1.0,2025-09-10 09:07:37
MTRA,244.0,2025-09-10 09:07:37
OASA,250.0,2025-09-10 09:07:38
POWR,695.0,2025-09-10 09:07:38
INCF,38.0,2025-09-10 09:07:38
WSBP,39.0,2025-09-10 09:07:38
PBSA,860.0,2025-09-10 09:07:38
PRDA,2660.0,2025-09-10 09:07:38
BOGA,570.0,2025-09-10 09:07:38
BRIS,2480.0,2025-09-10 09:07:39
PORT,915.0,2025-09-10 09:07:39
CARS,136.0,2025-09-10 09:07:39
MINA,163.0,2025-09-10 09:07:39
CLEO,510.0,2025-09-10 09:07:39
TAMU,27.0,2025-09-10 09:07:39
CSIS,131.0,2025-09-10 09:07:39
TGRA,27.0,2025-09-10 09:07:40
FIRE,81.0,2025-09-10 09:07:40
TOPS,1.0,2025-09-10 09:07:40
KMTR,296.0,2025-09-10 09:07:40
ARMY,50.0,2025-09-10 09:07:40
MAPB,1680.0,2025-09-10 09:07:40
WOOD,360.0,2025-09-10 09:07:41
HRTA,855.0,2025-09-10 09:07:41
MABA,50.0,2025-09-10 09:07:41
HOKI,79.0,2025-09-10 09:07:41
MPOW,114.0,2025-09-10 09:07:41
MARK,620.0,2025-09-10 09:07:41
NASA,41.0,2025-09-10 09:07:41
MDKI,160.0,2025-09-10 09:07:41
BELL,61.0,2025-09-10 09:07:42
KIOS,82.0,2025-09-10 09:07:42
GMFI,58.0,2025-09-10 09:07:42
MTWI,378.0,2025-09-10 09:07:42
ZINC,26.0,2025-09-10 09:07:42
MCAS,775.0,2025-09-10 09:07:42
PPRE,100.0,2025-09-10 09:07:42
WEGE,73.0,2025-09-10 09:07:42
PSSI,346.0,2025-09-10 09:07:43
MORA,436.0,2025-09-10 09:07:43
DWGL,222.0,2025-09-10 09:07:43
PBID,484.0,2025-09-10 09:07:43
JMAS,148.0,2025-09-10 09:07:43
CAMP,216.0,2025-09-10 09:07:43
IPCM,290.0,2025-09-10 09:07:43
PCAR,41.0,2025-09-10 09:07:44
LCKM,210.0,2025-09-10 09:07:44
BOSS,50.0,2025-09-10 09:07:44
HELI,246.0,2025-09-10 09:07:44
JSKY,52.0,2025-09-10 09:07:44
INPS,115.0,2025-09-10 09:07:44
GHON,1615.0,2025-09-10 09:07:44
TDPM,119.0,2025-09-10 09:07:44
DFAM,76.0,2025-09-10 09:07:44
NICK,1320.0,2025-09-10 09:07:45
BTPS,1375.0,2025-09-10 09:07:45
SPTO,670.0,2025-09-10 09:07:45
PRIM,84.0,2025-09-10 09:07:45
HEAL,1695.0,2025-09-10 09:07:45
TRUK,228.0,2025-09-10 09:07:45
PZZA,216.0,2025-09-10 09:07:45
TUGU,960.0,2025-09-10 09:07:45
MSIN,605.0,2025-09-10 09:07:46
SWAT,16.0,2025-09-10 09:07:46
TNCA,161.0,2025-09-10 09:07:46
MAPA,585.0,2025-09-10 09:07:46
TCPI,5725.0,2025-09-10 09:07:46
IPCC,1110.0,2025-09-10 09:07:46
RISE,1100.0,2025-09-10 09:07:46
BPTR,94.0,2025-09-10 09:07:47
POLL,112.0,2025-09-10 09:07:47
NFCX,1750.0,2025-09-10 09:07:47
MGRO,715.0,2025-09-10 09:07:47
NUSA,50.0,2025-09-10 09:07:47
FILM,3890.0,2025-09-10 09:07:47
ANDI,30.0,2025-09-10 09:07:47
LAND,37.0,2025-09-10 09:07:47
MOLI,226.0,2025-09-10 09:07:47
PANI,13175.0,2025-09-10 09:07:48
DIGI,32.0,2025-09-10 09:07:48
CITY,100.0,2025-09-10 09:07:48
SAPX,302.0,2025-09-10 09:07:48
SURE,2850.0,2025-09-10 09:07:48
HKMU,50.0,2025-09-10 09:07:48
MPRO,4490.0,2025-09-10 09:07:48
DUCK,176.0,2025-09-10 09:07:48
GOOD,370.0,2025-09-10 09:07:48
SKRN,404.0,2025-09-10 09:07:49
YELO,53.0,2025-09-10 09:07:49
CAKK,140.0,2025-09-10 09:07:49
SATU,238.0,2025-09-10 09:07:49
SOSS,1015.0,2025-09-10 09:07:49
DEAL,6.0,2025-09-10 09:07:49
POLA,28.0,2025-09-10 09:07:49
DIVA,119.0,2025-09-10 09:07:50
LUCK,78.0,2025-09-10 09:07:50
URBN,134.0,2025-09-10 09:07:50
SOTS,266.0,2025-09-10 09:07:50
ZONE,740.0,2025-09-10 09:07:50
PEHA,326.0,2025-09-10 09:07:50
FOOD,129.0,2025-09-10 09:07:50
BEEF,334.0,2025-09-10 09:07:50
POLI,725.0,2025-09-10 09:07:51
CLAY,1540.0,2025-09-10 09:07:51
NATO,130.0,2025-09-10 09:07:51
JAYA,99.0,2025-09-10 09:07:51
COCO,462.0,2025-09-10 09:07:51
MTPS,45.0,2025-09-10 09:07:51
CPRI,50.0,2025-09-10 09:07:51
HRME,39.0,2025-09-10 09:07:51
POSA,50.0,2025-09-10 09:07:51
JAST,97.0,2025-09-10 09:07:52
FITT,555.0,2025-09-10 09:07:52
BOLA,188.0,2025-09-10 09:07:52
CCSI,370.0,2025-09-10 09:07:52
SFAN,1910.0,2025-09-10 09:07:52
POLU,12400.0,2025-09-10 09:07:52
KJEN,125.0,2025-09-10 09:07:52
KAYU,18.0,2025-09-10 09:07:53
ITIC,236.0,2025-09-10 09:07:53
PAMG,73.0,2025-09-10 09:07:53
IPTV,40.0,2025-09-10 09:07:53
BLUE,316.0,2025-09-10 09:07:53
ENVY,50.0,2025-09-10 09:07:53
EAST,94.0,2025-09-10 09:07:53
LIFE,15400.0,2025-09-10 09:07:53
FUJI,408.0,2025-09-10 09:07:53
KOTA,30.0,2025-09-10 09:07:54
INOV,93.0,2025-09-10 09:07:54
ARKA,37.0,2025-09-10 09:07:54
SMKL,166.0,2025-09-10 09:07:54
HDIT,59.0,2025-09-10 09:07:54
KEEN,820.0,2025-09-10 09:07:54
BAPI,27.0,2025-09-10 09:07:54
TFAS,139.0,2025-09-10 09:07:55
GGRP,226.0,2025-09-10 09:07:55
OPMS,80.0,2025-09-10 09:07:55
NZIA,95.0,2025-09-10 09:07:55
SLIS,83.0,2025-09-10 09:07:55
PURE,51.0,2025-09-10 09:07:55
IRRA,428.0,2025-09-10 09:07:56
DMMX,384.0,2025-09-10 09:07:56
SINI,3740.0,2025-09-10 09:07:56
WOWS,90.0,2025-09-10 09:07:56
ESIP,45.0,2025-09-10 09:07:56
TEBE,1780.0,2025-09-10 09:07:56
KEJU,600.0,2025-09-10 09:07:57
PSGO,204.0,2025-09-10 09:07:57
AGAR,250.0,2025-09-10 09:07:57
IFSH,820.0,2025-09-10 09:07:57
REAL,67.0,2025-09-10 09:07:57
IFII,238.0,2025-09-10 09:07:57
PMJS,119.0,2025-09-10 09:07:57
UCID,464.0,2025-09-10 09:07:58
GLVA,326.0,2025-09-10 09:07:58
PGJO,915.0,2025-09-10 09:07:58
AMAR,206.0,2025-09-10 09:07:58
CSRA,860.0,2025-09-10 09:07:58
INDO,236.0,2025-09-10 09:07:58
AMOR,470.0,2025-09-10 09:07:58
TRIN,90.0,2025-09-10 09:07:59
DMND,580.0,2025-09-10 09:07:59
PURA,34.0,2025-09-10 09:07:59
PTPW,935.0,2025-09-10 09:07:59
TAMA,35.0,2025-09-10 09:07:59
IKAN,129.0,2025-09-10 09:07:59
SAMF,330.0,2025-09-10 09:07:59
SBAT,1.0,2025-09-10 09:08:00
KBAG,36.0,2025-09-10 09:08:00
CBMF,50.0,2025-09-10 09:08:00
RONY,2990.0,2025-09-10 09:08:00
CSMI,372.0,2025-09-10 09:08:00
BBSS,270.0,2025-09-10 09:08:00
BHAT,885.0,2025-09-10 09:08:00
CASH,91.0,2025-09-10 09:08:01
TECH,50.0,2025-09-10 09:08:01
EPAC,30.0,2025-09-10 09:08:01
UANG,1060.0,2025-09-10 09:08:01
PGUN,3850.0,2025-09-10 09:08:01
SOFA,53.0,2025-09-10 09:08:01
PPGL,104.0,2025-09-10 09:08:01
TOYS,8.0,2025-09-10 09:08:01
SGER,330.0,2025-09-10 09:08:02
TRJA,136.0,2025-09-10 09:08:02
PNGO,2350.0,2025-09-10 09:08:02
SCNP,188.0,2025-09-10 09:08:02
BBSI,4020.0,2025-09-10 09:08:02
KMDS,625.0,2025-09-10 09:08:02
PURI,187.0,2025-09-10 09:08:03
SOHO,745.0,2025-09-10 09:08:03
HOMI,208.0,2025-09-10 09:08:03
ROCK,550.0,2025-09-10 09:08:03
ENZO,36.0,2025-09-10 09:08:03
PLAN,55.0,2025-09-10 09:08:03
PTDU,16.0,2025-09-10 09:08:03
ATAP,48.0,2025-09-10 09:08:03
VICI,615.0,2025-09-10 09:08:04
PMMP,50.0,2025-09-10 09:08:04
WIFI,2570.0,2025-09-10 09:08:04
FAPA,6025.0,2025-09-10 09:08:04
DCII,315000.0,2025-09-10 09:08:04
KETR,665.0,2025-09-10 09:08:04
DGNS,142.0,2025-09-10 09:08:04
UFOE,175.0,2025-09-10 09:08:05
BANK,800.0,2025-09-10 09:08:05
WMUU,19.0,2025-09-10 09:08:05
EDGE,4250.0,2025-09-10 09:08:05
UNIQ,360.0,2025-09-10 09:08:05
BEBS,5.0,2025-09-10 09:08:05
SNLK,472.0,2025-09-10 09:08:05
ZYRX,145.0,2025-09-10 09:08:05
LFLO,248.0,2025-09-10 09:08:06
FIMP,69.0,2025-09-10 09:08:06
TAPG,1480.0,2025-09-10 09:08:06
NPGF,61.0,2025-09-10 09:08:06
LUCY,92.0,2025-09-10 09:08:06
ADCP,58.0,2025-09-10 09:08:06
HOPE,133.0,2025-09-10 09:08:06
MGLV,1050.0,2025-09-10 09:08:06
TRUE,49.0,2025-09-10 09:08:07
LABA,358.0,2025-09-10 09:08:07
ARCI,940.0,2025-09-10 09:08:07
IPAC,146.0,2025-09-10 09:08:07
MASB,3270.0,2025-09-10 09:08:07
BMHS,180.0,2025-09-10 09:08:07
FLMC,195.0,2025-09-10 09:08:07
NICL,1020.0,2025-09-10 09:08:08
UVCR,73.0,2025-09-10 09:08:08
BUKA,169.0,2025-09-10 09:08:08
HAIS,189.0,2025-09-10 09:08:08
OILS,131.0,2025-09-10 09:08:08
GPSO,272.0,2025-09-10 09:08:08
MCOL,3710.0,2025-09-10 09:08:08
RSGK,980.0,2025-09-10 09:08:08
RUNS,115.0,2025-09-10 09:08:09
SBMA,133.0,2025-09-10 09:08:09
CMNT,810.0,2025-09-10 09:08:09
GTSI,85.0,2025-09-10 09:08:09
IDEA,81.0,2025-09-10 09:08:09
KUAS,69.0,2025-09-10 09:08:09
BOBA,177.0,2025-09-10 09:08:09
MTEL,595.0,2025-09-10 09:08:10
DEPO,216.0,2025-09-10 09:08:10
BINO,121.0,2025-09-10 09:08:10
CMRY,4750.0,2025-09-10 09:08:10
WGSH,178.0,2025-09-10 09:08:10
TAYS,77.0,2025-09-10 09:08:10
WMPP,12.0,2025-09-10 09:08:10
RMKE,965.0,2025-09-10 09:08:11
OBMD,274.0,2025-09-10 09:08:11
AVIA,426.0,2025-09-10 09:08:11
IPPE,14.0,2025-09-10 09:08:11
NASI,88.0,2025-09-10 09:08:11
BSML,104.0,2025-09-10 09:08:11
DRMA,1000.0,2025-09-10 09:08:11
ADMR,990.0,2025-09-10 09:08:11
SEMA,98.0,2025-09-10 09:08:12
ASLC,101.0,2025-09-10 09:08:12
NETV,131.0,2025-09-10 09:08:12
BAUT,37.0,2025-09-10 09:08:12
ENAK,700.0,2025-09-10 09:08:12
NTBK,59.0,2025-09-10 09:08:12
SMKM,155.0,2025-09-10 09:08:12
STAA,1035.0,2025-09-10 09:08:13
NANO,73.0,2025-09-10 09:08:13
BIKE,1025.0,2025-09-10 09:08:13
WIRG,173.0,2025-09-10 09:08:13
SICO,117.0,2025-09-10 09:08:13
GOTO,57.0,2025-09-10 09:08:13
TLDN,705.0,2025-09-10 09:08:13
MTMH,1390.0,2025-09-10 09:08:14
WINR,31.0,2025-09-10 09:08:14
IBOS,44.0,2025-09-10 09:08:14
OLIV,76.0,2025-09-10 09:08:14
ASHA,42.0,2025-09-10 09:08:14
SWID,88.0,2025-09-10 09:08:14
TRGU,170.0,2025-09-10 09:08:15
ARKO,1210.0,2025-09-10 09:08:15
CHEM,92.0,2025-09-10 09:08:15
DEWI,105.0,2025-09-10 09:08:15
AXIO,126.0,2025-09-10 09:08:15
KRYA,184.0,2025-09-10 09:08:15
HATM,250.0,2025-09-10 09:08:15
RCCC,200.0,2025-09-10 09:08:15
GULA,334.0,2025-09-10 09:08:16
JARR,1665.0,2025-09-10 09:08:16
AMMS,234.0,2025-09-10 09:08:16
RAFI,15.0,2025-09-10 09:08:16
KKES,37.0,2025-09-10 09:08:16
ELPI,354.0,2025-09-10 09:08:16
EURO,290.0,2025-09-10 09:08:16
KLIN,193.0,2025-09-10 09:08:16
TOOL,61.0,2025-09-10 09:08:17
BUAH,1465.0,2025-09-10 09:08:17
CRAB,234.0,2025-09-10 09:08:17
MEDS,65.0,2025-09-10 09:08:17
COAL,56.0,2025-09-10 09:08:17
PRAY,665.0,2025-09-10 09:08:17
CBUT,1900.0,2025-09-10 09:08:17
BELI,356.0,2025-09-10 09:08:18
MKTR,129.0,2025-09-10 09:08:18
OMED,189.0,2025-09-10 09:08:18
BSBK,66.0,2025-09-10 09:08:18
PDPP,486.0,2025-09-10 09:08:18
KDTN,151.0,2025-09-10 09:08:18
ZATA,30.0,2025-09-10 09:08:19
NINE,310.0,2025-09-10 09:08:19
MMIX,330.0,2025-09-10 09:08:19
PADA,42.0,2025-09-10 09:08:19
ISAP,36.0,2025-09-10 09:08:19
VTNY,100.0,2025-09-10 09:08:19
SOUL,96.0,2025-09-10 09:08:19
ELIT,179.0,2025-09-10 09:08:20
BEER,104.0,2025-09-10 09:08:20
CBPE,190.0,2025-09-10 09:08:20
SUNI,790.0,2025-09-10 09:08:20
CBRE,384.0,2025-09-10 09:08:20
WINE,208.0,2025-09-10 09:08:20
BMBL,44.0,2025-09-10 09:08:20
PEVE,436.0,2025-09-10 09:08:20
LAJU,75.0,2025-09-10 09:08:21
FWCT,155.0,2025-09-10 09:08:21
NAYZ,110.0,2025-09-10 09:08:21
IRSX,127.0,2025-09-10 09:08:21
PACK,2330.0,2025-09-10 09:08:21
VAST,180.0,2025-09-10 09:08:21
CHIP,1365.0,2025-09-10 09:08:21
HALO,82.0,2025-09-10 09:08:22
KING,198.0,2025-09-10 09:08:22
PGEO,1390.0,2025-09-10 09:08:22
FUTR,280.0,2025-09-10 09:08:22
HILL,204.0,2025-09-10 09:08:22
BDKR,155.0,2025-09-10 09:08:22
PTMP,99.0,2025-09-10 09:08:22
SAGE,40.0,2025-09-10 09:08:23
TRON,90.0,2025-09-10 09:08:23
CUAN,1465.0,2025-09-10 09:08:23
NSSS,442.0,2025-09-10 09:08:23
GTRA,139.0,2025-09-10 09:08:23
HAJJ,120.0,2025-09-10 09:08:23
PIPA,200.0,2025-09-10 09:08:23
NCKL,1150.0,2025-09-10 09:08:23
MENN,59.0,2025-09-10 09:08:24
AWAN,250.0,2025-09-10 09:08:24
MBMA,432.0,2025-09-10 09:08:24
RAAM,286.0,2025-09-10 09:08:24
DOOH,147.0,2025-09-10 09:08:24
JATI,141.0,2025-09-10 09:08:24
TYRE,129.0,2025-09-10 09:08:24
MPXL,129.0,2025-09-10 09:08:25
SMIL,525.0,2025-09-10 09:08:25
KLAS,129.0,2025-09-10 09:08:25
MAXI,58.0,2025-09-10 09:08:25
VKTR,116.0,2025-09-10 09:08:25
RELF,55.0,2025-09-10 09:08:25
AMMN,7750.0,2025-09-10 09:08:25
CRSN,110.0,2025-09-10 09:08:26
GRPM,55.0,2025-09-10 09:08:26
WIDI,45.0,2025-09-10 09:08:26
TGUK,137.0,2025-09-10 09:08:26
INET,216.0,2025-09-10 09:08:26
MAHA,160.0,2025-09-10 09:08:26
RMKO,136.0,2025-09-10 09:08:26
CNMA,131.0,2025-09-10 09:08:27
FOLK,77.0,2025-09-10 09:08:27
HBAT,151.0,2025-09-10 09:08:27
GRIA,135.0,2025-09-10 09:08:27
PPRI,354.0,2025-09-10 09:08:27
ERAL,324.0,2025-09-10 09:08:27
CYBR,995.0,2025-09-10 09:08:27
MUTU,99.0,2025-09-10 09:08:27
LMAX,73.0,2025-09-10 09:08:28
HUMI,152.0,2025-09-10 09:08:28
MSIE,51.0,2025-09-10 09:08:28
RSCH,368.0,2025-09-10 09:08:28
BABY,304.0,2025-09-10 09:08:28
AEGS,39.0,2025-09-10 09:08:28
IOTF,92.0,2025-09-10 09:08:28
KOCI,59.0,2025-09-10 09:08:28
PTPS,166.0,2025-09-10 09:08:29
BREN,8525.0,2025-09-10 09:08:29
STRK,210.0,2025-09-10 09:08:29
KOKA,95.0,2025-09-10 09:08:29
LOPI,63.0,2025-09-10 09:08:29
UDNG,2330.0,2025-09-10 09:08:29
RGAS,113.0,2025-09-10 09:08:29
MSTI,1525.0,2025-09-10 09:08:29
IKPM,210.0,2025-09-10 09:08:29
AYAM,172.0,2025-09-10 09:08:30
SURI,123.0,2025-09-10 09:08:30
ASLI,50.0,2025-09-10 09:08:30
CGAS,151.0,2025-09-10 09:08:30
NICE,430.0,2025-09-10 09:08:30
MSJA,302.0,2025-09-10 09:08:30
SMLE,152.0,2025-09-10 09:08:31
ACRO,80.0,2025-09-10 09:08:31
MANG,51.0,2025-09-10 09:08:31
GRPH,64.0,2025-09-10 09:08:31
SMGA,109.0,2025-09-10 09:08:31
UNTD,85.0,2025-09-10 09:08:31
TOSK,60.0,2025-09-10 09:08:31
MPIX,69.0,2025-09-10 09:08:32
ALII,555.0,2025-09-10 09:08:32
MKAP,356.0,2025-09-10 09:08:32
MEJA,73.0,2025-09-10 09:08:32
LIVE,220.0,2025-09-10 09:08:32
HYGN,161.0,2025-09-10 09:08:32
BAIK,97.0,2025-09-10 09:08:32
VISI,141.0,2025-09-10 09:08:33
AREA,505.0,2025-09-10 09:08:33
MHKI,148.0,2025-09-10 09:08:33
ATLA,64.0,2025-09-10 09:08:33
DATA,4560.0,2025-09-10 09:08:33
SOLA,135.0,2025-09-10 09:08:34
BATR,114.0,2025-09-10 09:08:34
SPRE,77.0,2025-09-10 09:08:34
PART,123.0,2025-09-10 09:08:34
GOLF,212.0,2025-09-10 09:08:34
ISEA,104.0,2025-09-10 09:08:34
BLES,157.0,2025-09-10 09:08:34
GUNA,240.0,2025-09-10 09:08:34
LABS,140.0,2025-09-10 09:08:35
DOSS,199.0,2025-09-10 09:08:35
NEST,266.0,2025-09-10 09:08:35
PTMR,374.0,2025-09-10 09:08:35
VERN,127.0,2025-09-10 09:08:35
DAAZ,3030.0,2025-09-10 09:08:35
BOAT,126.0,2025-09-10 09:08:35
NAIK,137.0,2025-09-10 09:08:35
AADI,7100.0,2025-09-10 09:08:36
MDIY,1035.0,2025-09-10 09:08:36
KSIX,230.0,2025-09-10 09:08:36
RATU,5575.0,2025-09-10 09:08:36
YOII,96.0,2025-09-10 09:08:36
HGII,144.0,2025-09-10 09:08:36
BRRC,73.0,2025-09-10 09:08:36
DGWG,412.0,2025-09-10 09:08:36
CBDK,6025.0,2025-09-10 09:08:37
OBAT,454.0,2025-09-10 09:08:37
MINE,560.0,2025-09-10 09:08:37
ASPR,94.0,2025-09-10 09:08:37
PSAT,1335.0,2025-09-10 09:08:37
COIN,2380.0,2025-09-10 09:08:37
CDIA,1325.0,2025-09-10 09:08:37
BLOG,610.0,2025-09-10 09:08:37
MERI,216.0,2025-09-10 09:08:38
CHEK,199.0,2025-09-10 09:08:38
PMUI,129.0,2025-09-10 09:08:38
KAQI,68.0,2025-09-10 09:08:38
YUPI,1590.0,2025-09-10 09:08:38
FORE,510.0,2025-09-10 09:08:38
MDLA,248.0,2025-09-10 09:08:38
DKHH,102.0,2025-09-10 09:08:38
AYLS,100.0,2025-09-10 09:08:38
DADA,50.0,2025-09-10 09:08:39
ASPI,500.0,2025-09-10 09:08:39
ESTA,73.0,2025-09-10 09:08:39
BESS,1040.0,2025-09-10 09:08:39
AMAN,118.0,2025-09-10 09:08:39
CARE,300.0,2025-09-10 09:08:39
AALI,7425.0,2025-09-10 09:09:09
ABBA,43.0,2025-09-10 09:09:10
ABDA,3400.0,2025-09-10 09:09:10
ABMM,2910.0,2025-09-10 09:09:10
ACES,424.0,2025-09-10 09:09:10
ACST,135.0,2025-09-10 09:09:10
ADES,14000.0,2025-09-10 09:09:10
ADHI,278.0,2025-09-10 09:09:11
ADMF,8900.0,2025-09-10 09:09:11
ADMG,144.0,2025-09-10 09:09:11
ADRO,1690.0,2025-09-10 09:09:11
AGII,775.0,2025-09-10 09:09:11
AGRO,228.0,2025-09-10 09:09:11
AGRS,74.0,2025-09-10 09:09:11
AHAP,75.0,2025-09-10 09:09:12
AIMS,320.0,2025-09-10 09:09:12
AISA,120.0,2025-09-10 09:09:12
AKKU,27.0,2025-09-10 09:09:12
AKPI,570.0,2025-09-10 09:09:12
AKRA,1220.0,2025-09-10 09:09:12
AKSI,232.0,2025-09-10 09:09:13
ALDO,492.0,2025-09-10 09:09:13
ALKA,318.0,2025-09-10 09:09:13
ALMI,74.0,2025-09-10 09:09:13
ALTO,18.0,2025-09-10 09:09:13
AMAG,362.0,2025-09-10 09:09:13
AMFG,3290.0,2025-09-10 09:09:13
AMIN,250.0,2025-09-10 09:09:14
AMRT,2040.0,2025-09-10 09:09:14
ANJT,1795.0,2025-09-10 09:09:14
ANTM,3580.0,2025-09-10 09:09:14
APEX,124.0,2025-09-10 09:09:14
APIC,1125.0,2025-09-10 09:09:14
APII,180.0,2025-09-10 09:09:14
APLI,472.0,2025-09-10 09:09:15
APLN,102.0,2025-09-10 09:09:15
ARGO,1300.0,2025-09-10 09:09:15
ARII,260.0,2025-09-10 09:09:15
ARNA,560.0,2025-09-10 09:09:15
ARTA,3240.0,2025-09-10 09:09:15
ARTI,2.0,2025-09-10 09:09:15
ARTO,1980.0,2025-09-10 09:09:15
ASBI,462.0,2025-09-10 09:09:16
ASDM,530.0,2025-09-10 09:09:16
ASGR,1220.0,2025-09-10 09:09:16
ASII,5525.0,2025-09-10 09:09:16
ASJT,110.0,2025-09-10 09:09:16
ASMI,34.0,2025-09-10 09:09:16
ASRI,170.0,2025-09-10 09:09:16
ASRM,276.0,2025-09-10 09:09:17
ASSA,910.0,2025-09-10 09:09:17
ATIC,442.0,2025-09-10 09:09:17
AUTO,2430.0,2025-09-10 09:09:17
BABP,59.0,2025-09-10 09:09:17
BACA,135.0,2025-09-10 09:09:18
BAJA,120.0,2025-09-10 09:09:18
BALI,1340.0,2025-09-10 09:09:18
BAPA,87.0,2025-09-10 09:09:18
BATA,52.0,2025-09-10 09:09:18
BAYU,1250.0,2025-09-10 09:09:18
BBCA,7550.0,2025-09-10 09:09:18
BBHI,1465.0,2025-09-10 09:09:19
BBKP,74.0,2025-09-10 09:09:19
BBLD,930.0,2025-09-10 09:09:19
BBMD,2110.0,2025-09-10 09:09:19
BBNI,4100.0,2025-09-10 09:09:19
BBRI,3820.0,2025-09-10 09:09:19
BBRM,86.0,2025-09-10 09:09:19
BBTN,1205.0,2025-09-10 09:09:20
BBYB,320.0,2025-09-10 09:09:20
BCAP,69.0,2025-09-10 09:09:20
BCIC,170.0,2025-09-10 09:09:20
BCIP,98.0,2025-09-10 09:09:20
BDMN,2510.0,2025-09-10 09:09:20
BEKS,25.0,2025-09-10 09:09:20
BEST,114.0,2025-09-10 09:09:21
BFIN,750.0,2025-09-10 09:09:21
BGTG,105.0,2025-09-10 09:09:21
BHIT,34.0,2025-09-10 09:09:21
BIKA,55.0,2025-09-10 09:09:21
BIMA,69.0,2025-09-10 09:09:21
BINA,4450.0,2025-09-10 09:09:22
BIPI,78.0,2025-09-10 09:09:22
BIPP,47.0,2025-09-10 09:09:22
BIRD,1770.0,2025-09-10 09:09:22
BISI,875.0,2025-09-10 09:09:22
BJBR,765.0,2025-09-10 09:09:22
BJTM,510.0,2025-09-10 09:09:23
BKDP,38.0,2025-09-10 09:09:23
BKSL,131.0,2025-09-10 09:09:23
BKSW,67.0,2025-09-10 09:09:23
BLTA,40.0,2025-09-10 09:09:23
BLTZ,1800.0,2025-09-10 09:09:23
BMAS,675.0,2025-09-10 09:09:23
BMRI,4360.0,2025-09-10 09:09:23
BMSR,260.0,2025-09-10 09:09:24
BMTR,142.0,2025-09-10 09:09:24
BNBA,765.0,2025-09-10 09:09:24
BNBR,37.0,2025-09-10 09:09:24
BNGA,1695.0,2025-09-10 09:09:24
BNII,208.0,2025-09-10 09:09:24
BNLI,3070.0,2025-09-10 09:09:24
BOLT,1055.0,2025-09-10 09:09:25
BPFI,336.0,2025-09-10 09:09:25
BPII,585.0,2025-09-10 09:09:25
BRAM,5100.0,2025-09-10 09:09:25
BRMS,505.0,2025-09-10 09:09:25
BRNA,710.0,2025-09-10 09:09:25
BRPT,2210.0,2025-09-10 09:09:25
BSDE,1090.0,2025-09-10 09:09:26
BSIM,875.0,2025-09-10 09:09:26
BSSR,3900.0,2025-09-10 09:09:26
BSWD,1410.0,2025-09-10 09:09:26
BTEK,18.0,2025-09-10 09:09:26
BTEL,50.0,2025-09-10 09:09:26
BTON,380.0,2025-09-10 09:09:26
BTPN,2100.0,2025-09-10 09:09:26
BUDI,214.0,2025-09-10 09:09:27
BUKK,860.0,2025-09-10 09:09:27
BULL,152.0,2025-09-10 09:09:27
BUMI,111.0,2025-09-10 09:09:27
BUVA,360.0,2025-09-10 09:09:27
BVIC,105.0,2025-09-10 09:09:27
BWPT,144.0,2025-09-10 09:09:27
BYAN,17925.0,2025-09-10 09:09:28
CANI,40.0,2025-09-10 09:09:28
CASS,2490.0,2025-09-10 09:09:28
CEKA,2660.0,2025-09-10 09:09:28
CENT,116.0,2025-09-10 09:09:28
CFIN,316.0,2025-09-10 09:09:28
CINT,160.0,2025-09-10 09:09:28
CITA,4100.0,2025-09-10 09:09:29
CLPI,1235.0,2025-09-10 09:09:29
CMNP,1350.0,2025-09-10 09:09:29
CMPP,93.0,2025-09-10 09:09:29
CNKO,98.0,2025-09-10 09:09:29
CNTX,142.0,2025-09-10 09:09:29
